species,region,production_system,group,age_group,sex,year,ahle_component,cause,mean,sd,lower95,upper95
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2021,Production loss,Infectious,4547281384.76057,1987013205.72498,4424127293.35738,4670435476.16376
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2021,Production loss,Non-infectious,2616236305.67453,1174375113.94945,2543449119.50574,2689023491.84333
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2017,Mortality,External,1131282802.58014,137466221.123522,1122762714.48393,1139802890.67634
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2017,Mortality,Infectious,1843088015.78179,164508857.001234,1832891838.54784,1853284193.01574
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2017,Mortality,Non-infectious,1213068239.15417,158538349.762609,1203242110.9929,1222894367.31543
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2017,Production loss,External,2848548526.7495,829976311.252799,2797107007.28501,2899990046.214
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2017,Production loss,Infectious,4632592309.69371,1284822932.71422,4552959622.58498,4712224996.80243
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2017,Production loss,Non-infectious,2955059376.56486,854652419.475524,2902088444.17106,3008030308.95866
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2018,Mortality,External,1187846942.74257,144339532.171378,1178900850.24208,1196793035.24307
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2018,Mortality,Infectious,1935242416.62736,172734299.85023,1924536430.53179,1945948402.72294
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2018,Mortality,Non-infectious,1273721651.15172,166465267.271928,1263404216.58109,1284039085.72236
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2018,Production loss,External,2990975953.08698,871475126.81539,2936962357.64926,3044989548.52469
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2018,Production loss,Infectious,4864221925.1784,1349064079.34984,4780607603.71424,4947836246.64255
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2018,Production loss,Non-infectious,3102812345.39311,897385040.449249,3047192866.37962,3158431824.4066
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2019,Mortality,External,1247239289.91154,151556508.772022,1237845892.78651,1256632687.03657
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2019,Mortality,Infectious,2032004537.51253,181371014.841727,2020763252.11223,2043245822.91282
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2019,Mortality,Non-infectious,1337407733.74726,174788530.655704,1326574427.44684,1348241040.04768
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2019,Production loss,External,3140524750.74133,915048883.156112,3083810475.53173,3197239025.95093
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2019,Production loss,Infectious,5107433021.43732,1416517283.31726,5019637983.89996,5195228058.97468
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2019,Production loss,Non-infectious,3257952962.66276,942254292.471663,3199552509.69861,3316353415.62692
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2020,Mortality,External,1309601254.43744,159134334.203077,1299738187.45663,1319464321.41826
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2020,Mortality,Infectious,2133604764.43938,190439565.582847,2121801414.76914,2145408114.10963
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2020,Mortality,Non-infectious,1404278120.47077,183527957.207708,1392903148.85414,1415653092.0874
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2020,Production loss,External,3297550988.2784,960801327.313873,3238000999.30832,3357100977.24847
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2020,Production loss,Infectious,5362804672.50918,1487343147.48304,5270619883.09496,5454989461.92341
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2020,Production loss,Non-infectious,3420850610.7959,989367007.095199,3359530135.18354,3482171086.40827
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2021,Mortality,External,1375081317.18819,167091050.906043,1364725096.85878,1385437537.5176
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2021,Mortality,Infectious,2240285002.71015,199961543.861069,2227891485.55644,2252678519.86385
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2021,Mortality,Non-infectious,1474492026.52873,192704355.086396,1462548306.33013,1486435746.72733
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2021,Production loss,External,3462428537.69232,1008841393.67952,3399901049.27374,3524956026.1109
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2021,Production loss,Infectious,5630944906.13465,1561710304.85712,5534150877.24972,5727738935.01958
All Small Ruminants,National,Pastoral,Adult female,Adult,Female,2021,Production loss,Non-infectious,3591893141.3357,1038835357.44991,3527506641.94272,3656279640.72868
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2017,Mortality,External,783469757.871477,96719945.8823582,777475103.673212,789464412.069743
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2017,Mortality,Infectious,1081395741.64042,111835573.250584,1074464228.36685,1088327254.91398
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2017,Mortality,Non-infectious,712611951.130157,93747456.0094674,706801530.377572,718422371.882743
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2017,Production loss,External,3473487798.45529,1143511835.17549,3402613502.97297,3544362093.93762
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2017,Production loss,Infectious,4905760918.8555,1555024167.11191,4809381293.46655,5002140544.24445
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2017,Production loss,Non-infectious,3357509876.7359,1092141634.12918,3289819480.79527,3425200272.67652
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2018,Mortality,External,822643245.603605,101555943.036364,816348858.704111,828937632.503099
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2018,Mortality,Infectious,1135465528.54442,117427352.130703,1128187439.59369,1142743617.49514
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2018,Mortality,Non-infectious,748242548.543513,98434828.7235374,742141606.758654,754343490.328373
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2018,Production loss,External,3647162188.37806,1200687426.93418,3572744178.12162,3721580198.63449
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2018,Production loss,Infectious,5151048964.79828,1632775375.46737,5049850358.13989,5252247571.45667
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2018,Production loss,Non-infectious,3525385370.5727,1146748715.83555,3454310454.83505,3596460286.31035
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2019,Mortality,External,863775407.730013,106633740.054728,857166301.493815,870384513.966211
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2019,Mortality,Infectious,1192238804.80208,123298719.944489,1184596811.39097,1199880798.21319
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2019,Mortality,Non-infectious,785654675.834342,103356570.077417,779248686.96534,792060664.703344
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2019,Production loss,External,3829520297.79696,1260721798.2808,3751381387.02771,3907659208.56621
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2019,Production loss,Infectious,5408601413.0382,1714414144.24061,5302342876.0469,5514859950.0295
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2019,Production loss,Non-infectious,3701654639.10133,1204086151.62724,3627025977.57681,3776283300.62586
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2020,Mortality,External,906964177.970052,111965426.930352,900024616.429923,913903739.510181
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2020,Mortality,Infectious,1251850744.88069,129463656.139116,1243826651.78679,1259874837.97459
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2020,Mortality,Non-infectious,824937409.496194,108524398.502901,818211121.1886,831663697.803788
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2020,Production loss,External,4020996312.68681,1323757888.19475,3938950456.3791,4103042168.99452
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2020,Production loss,Infectious,5679031483.69011,1800134851.45252,5567460019.84925,5790602947.53097
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2020,Production loss,Non-infectious,3886737371.0564,1264290459.20852,3808377276.45565,3965097465.65715
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2021,Mortality,External,952312386.729058,117563698.155799,945025847.119426,959598926.33869
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2021,Mortality,Infectious,1314443281.9709,135936839.134092,1306017984.21066,1322868579.73115
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2021,Mortality,Non-infectious,866184279.847314,113950618.353386,859121677.128968,873246882.56566
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2021,Production loss,External,4222046128.32116,1389945782.60441,4135897979.19807,4308194277.44425
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2021,Production loss,Infectious,5962983057.87462,1890141594.02503,5845833020.84173,6080133094.90752
All Small Ruminants,National,Pastoral,Adult male,Adult,Male,2021,Production loss,Non-infectious,4081074239.60923,1327504982.16887,3998796140.27844,4163352338.94001
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,External,772950621.896426,96957165.3472375,766941264.953571,778959978.839281
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,Infectious,1505479602.18936,112727647.393684,1498492798.60356,1512466405.77516
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,Non-infectious,734824630.901961,87143226.9122055,729423536.988044,740225724.815879
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,External,2422778081.25354,680924840.877131,2380574697.87869,2464981464.62838
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,4337187016.84619,1107223142.07329,4268561876.53522,4405812157.15716
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,Non-infectious,2536253325.54622,680195925.859874,2494095119.96204,2578411531.13039
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,External,811598153.051541,101805023.593774,805288328.262834,817907977.840248
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,1580753582.43323,118364029.912706,1573417438.65889,1588089726.20758
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,Non-infectious,771565862.500656,91500388.1849499,765894713.895559,777237011.105753
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,External,2543916985.31621,714971082.920947,2499603432.77263,2588230537.85979
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,4554046367.68849,1162584299.17688,4481989970.36198,4626102765.015
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,Non-infectious,2663065991.82352,714205722.152824,2618799875.96014,2707332107.68691
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,External,852178060.761558,106895274.753628,845552744.734645,858803376.788471
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,1659791261.68294,124282231.550599,1652088310.71106,1667494212.65482
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,810144155.676749,96075407.5247825,804189449.645699,816098861.707798
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,External,2671112834.58201,750719637.066956,2624583604.41126,2717642064.75277
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,4781748686.07291,1220713514.13565,4706089468.88008,4857407903.26574
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,2796219291.4147,749916008.260423,2749739869.75815,2842698713.07124
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,External,894786963.854357,112240038.472417,887830382.027269,901743545.681444
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,1742780824.88907,130496343.26364,1734692726.36019,1750868923.41794
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,Non-infectious,850651363.509228,100879177.834896,844398922.180725,856903804.837732
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,External,2804668476.31111,788255618.920267,2755812784.63182,2853524167.99041
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,5020836120.37655,1281749189.84236,4941393942.32408,5100278298.42902
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,2936030255.98543,787411808.673405,2887226863.24606,2984833648.7248
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,External,939526312.099203,117852040.378043,932221901.181876,946830723.01653
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,1829919866.24972,137021160.555903,1821427362.7864,1838412369.71303
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,893183931.731027,105923136.66365,886618868.340003,899748995.122052
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,External,2944901900.12666,827668399.866246,2893603423.86341,2996200376.38992
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,5271877926.39537,1345836649.33441,5188463639.44028,5355292213.35046
All Small Ruminants,National,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,3082831768.78469,826782399.107037,3031588206.40836,3134075331.16103
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2017,Mortality,External,1089330580.81651,149014071.549,1080094762.68756,1098566398.94547
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2017,Mortality,Infectious,2000842022.53831,163198115.662021,1990727084.40143,2010956960.67519
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2017,Mortality,Non-infectious,955159363.363449,139306377.515708,946525223.288191,963793503.438707
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2017,Production loss,External,1801919296.86806,595590961.363499,1765004864.9542,1838833728.78192
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2017,Production loss,Infectious,3632597372.86323,1115599947.76988,3563453042.29653,3701741703.42993
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2017,Production loss,Non-infectious,1852826952.51496,598167487.086739,1815752828.81671,1889901076.2132
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2018,Mortality,External,1143797109.85657,156464775.125408,1134099500.82123,1153494718.89191
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2018,Mortality,Infectious,2100884123.66344,171358021.437543,2090263438.62018,2111504808.70669
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2018,Mortality,Non-infectious,1002917331.53182,146271696.395863,993851484.452529,1011983178.61111
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2018,Production loss,External,1892015261.71146,625370509.43166,1853255108.20191,1930775415.22101
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2018,Production loss,Infectious,3814227241.50639,1171379945.15834,3741625694.41136,3886828788.60142
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2018,Production loss,Non-infectious,1945468300.1407,628075861.441062,1906540470.25755,1984396130.02386
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2019,Mortality,External,1200986965.34867,164288013.880686,1190804475.86163,1211169454.83571
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2019,Mortality,Infectious,2205928329.8449,179925922.502203,2194776610.54994,2217080049.13987
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2019,Mortality,Non-infectious,1053063198.1086,153585281.219817,1043544058.67509,1062582337.54212
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2019,Production loss,External,1986616024.79703,656639034.903229,1945917863.61201,2027314185.98206
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2019,Production loss,Infectious,4004938603.58171,1229948942.41623,3928706979.13193,4081170228.03149
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2019,Production loss,Non-infectious,2042741715.14774,659479654.513102,2001867493.77042,2083615936.52505
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2020,Mortality,External,1261036313.61541,172502414.573775,1250344699.65407,1271727927.57675
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2020,Mortality,Infectious,2316224746.33553,188922218.620439,2304515441.07624,2327934051.59482
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2020,Mortality,Non-infectious,1105716358.01421,161264545.284771,1095721261.60878,1115711454.41965
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2020,Production loss,External,2085946826.03689,689470986.648378,2043213756.79261,2128679895.28116
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2020,Production loss,Infectious,4205185533.76079,1291446389.53702,4125142328.08852,4285228739.43306
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2020,Production loss,Non-infectious,2144878800.90513,692453637.238744,2101960868.45895,2187796733.35131
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2021,Mortality,External,1324088129.29552,181127535.301564,1312861934.63617,1335314323.95487
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2021,Mortality,Infectious,2432035983.65076,198368329.544914,2419741213.12891,2444330754.17261
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2021,Mortality,Non-infectious,1161002175.9151,169327772.552784,1150507324.68915,1171497027.14104
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2021,Production loss,External,2190244167.33873,723944535.980785,2145374444.63224,2235113890.04522
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2021,Production loss,Infectious,4415444810.44883,1356018709.01384,4331399444.49295,4499490176.40471
All Small Ruminants,National,Pastoral,Neonate,Neonatal,Overall,2021,Production loss,Non-infectious,2252122740.95038,727076319.100669,2207058911.88189,2297186570.01887
Cattle,Afar,Crop livestock mixed,Adult,Adult,Overall,2021,Mortality,External,,,,
Cattle,Afar,Crop livestock mixed,Adult,Adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Afar,Crop livestock mixed,Adult,Adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Afar,Crop livestock mixed,Adult,Adult,Overall,2021,Production loss,External,,,,
Cattle,Afar,Crop livestock mixed,Adult,Adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Afar,Crop livestock mixed,Adult,Adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Afar,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,External,,,,
Cattle,Afar,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,,,,
Cattle,Afar,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Afar,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,External,,,,
Cattle,Afar,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,,,,
Cattle,Afar,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Afar,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,External,,,,
Cattle,Afar,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Infectious,,,,
Cattle,Afar,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Afar,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,External,,,,
Cattle,Afar,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Infectious,,,,
Cattle,Afar,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Afar,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,External,,,,
Cattle,Afar,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Afar,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Afar,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,External,,,,
Cattle,Afar,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Afar,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Afar,Pastoral,Adult,Adult,Overall,2021,Mortality,External,1603698610.73771,262381658.889544,1587436325.86296,1619960895.61247
Cattle,Afar,Pastoral,Adult,Adult,Overall,2021,Mortality,Infectious,3161622674.65453,329436257.075114,3141204379.09492,3182040970.21415
Cattle,Afar,Pastoral,Adult,Adult,Overall,2021,Mortality,Non-infectious,1882952496.60934,288651966.816926,1865061991.09953,1900843002.11914
Cattle,Afar,Pastoral,Adult,Adult,Overall,2021,Production loss,External,13903963517.3772,3448974481.64533,13690197792.3503,14117729242.404
Cattle,Afar,Pastoral,Adult,Adult,Overall,2021,Production loss,Infectious,25414162968.7031,5169359860.78835,25093768612.512,25734557324.8942
Cattle,Afar,Pastoral,Adult,Adult,Overall,2021,Production loss,Non-infectious,20566987886.8591,4304634794.75351,20300188760.6917,20833787013.0264
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,External,456873246.007574,76294689.23406,452144539.069725,461601952.945423
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,923813630.841249,83539987.3864572,918635863.923158,928991397.75934
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,384829332.585366,67110772.9977192,380669840.213556,388988824.957177
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,External,1260213331.83096,290869602.252217,1242185378.37853,1278241285.2834
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,2781860845.41738,484443459.556007,2751835280.45086,2811886410.38391
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,2692927103.57841,454080444.690971,2664783423.1898,2721070783.96702
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,External,496354528.095612,76921049.7681327,491586999.643017,501122056.548206
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,856259285.921727,88594461.2804036,850768245.222598,861750326.620856
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,480020702.223686,72263954.3026229,475541818.234541,484499586.212831
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,External,2190482954.11425,852087236.251848,2137671010.50235,2243294897.72615
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,3255656397.13969,1212350592.9259,3180515509.64899,3330797284.63038
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,2760205499.7478,1040597832.40989,2695709763.03234,2824701236.46325
Cattle,Afar,Periurban dairy,Adult,Adult,Overall,2021,Mortality,External,,,,
Cattle,Afar,Periurban dairy,Adult,Adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Afar,Periurban dairy,Adult,Adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Afar,Periurban dairy,Adult,Adult,Overall,2021,Production loss,External,,,,
Cattle,Afar,Periurban dairy,Adult,Adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Afar,Periurban dairy,Adult,Adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Afar,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,External,,,,
Cattle,Afar,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,,,,
Cattle,Afar,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Afar,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,External,,,,
Cattle,Afar,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,,,,
Cattle,Afar,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Afar,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,External,,,,
Cattle,Afar,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Afar,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Afar,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,External,,,,
Cattle,Afar,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Afar,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Amhara,Crop livestock mixed,Adult,Adult,Overall,2021,Mortality,External,1054249172.07521,205001091.793913,1041543306.24412,1066955037.9063
Cattle,Amhara,Crop livestock mixed,Adult,Adult,Overall,2021,Mortality,Infectious,2701632241.84026,253379824.635919,2685927886.1807,2717336597.49981
Cattle,Amhara,Crop livestock mixed,Adult,Adult,Overall,2021,Mortality,Non-infectious,2005722913.56255,240288137.095644,1990829974.19319,2020615852.93191
Cattle,Amhara,Crop livestock mixed,Adult,Adult,Overall,2021,Production loss,External,20159144532.7016,4826680463.52047,19859989275.3205,20458299790.0828
Cattle,Amhara,Crop livestock mixed,Adult,Adult,Overall,2021,Production loss,Infectious,67910277626.9757,10612569790.7552,67252515823.3462,68568039430.6053
Cattle,Amhara,Crop livestock mixed,Adult,Adult,Overall,2021,Production loss,Non-infectious,61362387457.8723,10044585833.794,60739829017.738,61984945898.0065
Cattle,Amhara,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,External,316283748.972591,75782102.7649943,311586811.889457,320980686.055724
Cattle,Amhara,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,993995817.678879,89375503.9213328,988456368.344864,999535267.012895
Cattle,Amhara,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,448838161.360353,75563610.2580244,444154766.334261,453521556.386446
Cattle,Amhara,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,External,2793653855.36401,555983855.083128,2759194252.2218,2828113458.50621
Cattle,Amhara,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,7750279269.52058,929818766.787172,7692649564.26076,7807908974.78041
Cattle,Amhara,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,5445807809.52733,761172944.789179,5398630688.53684,5492984930.51783
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,External,881076198.654719,146038514.578185,872024804.068649,890127593.240788
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Infectious,2083415676.03331,186351402.09887,2071865708.70492,2094965643.3617
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Non-infectious,1330151922.15639,159497836.161699,1320266325.50475,1340037518.80802
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,External,3873994866.27088,1400282161.1755,3787206073.53876,3960783659.00301
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Infectious,12744232784.8283,4106591932.93695,12489708256.8546,12998757312.8019
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Non-infectious,11359983934.2429,3818074386.57392,11123341580.4662,11596626288.0197
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,External,523464328.120628,98091614.2004144,517384658.601413,529543997.639843
